ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
hawr1243a-textE-3,a wextîyekey yerê kuřêş bîyênê.,a	wext-î-ekey	yerê	kuř-ê=ş	bîyê=nê	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	three	son.M-PL.DIR=3SG:NC	be.PTCP.PL=COP.3PL:S	,[Sheikh Aladin] had three sons.,textE,3,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""PL"": ""plural"", ""DIR"": ""direct"", ""NC"": ""non-canonical subject"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-4,"şûnû îney yerê kuřêş bîyênê. êtir î memlekete ta milo kursan, ta milo beẍa, î şa ʕeladîne a wextîyekey xwa payebiɫindiş keronew xwa a wextîyekey ʕefweş keronew ême çêrû himayeyş bîyênmê","şûn-û	îney	yerê	kuř-ê=ş	bîyê=nê	êtir	î	memleket=e	ta	mi-l-o	kursan	ta	mi-l-o	beẍa,	î	şa	ʕeladîn=e	a	wext-î-ekey	xwa	payebiɫind=iş	kér-one=û	xwa	a	wext-î-ekey	ʕefwe=ş	kér-one=û	ême	çêr-û	himaye-î=ş	bîyê=nmê	",after-EZ.GEN	{DEM.PROX.obl.m.3sg}	three	son.M-PL.DIR=3SG:NC	be.PTCP.PL=COP.3PL:S	DISC.PTCL	DEM.PROX	country.M=DEM	until	IND-go.PRS-3SG:S	PN.M	until	IND-go.PRS-3SG:S	PN.M	DEM.PROX	king.M	PN=DEM	DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	God.M	grand=3SG:O	do.PRS.SBJV-3SG:A=and	God.M	DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	pardon=3SG:O	do.PRS.SBJV-3SG:A=and	1PL	under-EZ.GEN	support.M-SG.OBL=3SG:PSR	be.PTCP.PL=COP.1PL:S	,"Well, he had three sons. May God grant him glory; may God forgive him; We were under their rule, that is, Sheikh Osman, [well rather] Sheikh Aladin, in this region and far beyond until Sanandaj and, eh, Baghdad.",textE,4,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""PL"": ""plural"", ""DIR"": ""direct"", ""SG"": ""singular"", ""NC"": ""non-canonical subject"", ""PTCP"": ""participle"", ""COP"": ""copula"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PN"": ""proper noun"", ""DIST"": ""distal"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""SBJV"": ""subjunctive"", ""PSR"": ""possessor""}"
hawr1243a-textE-5,"eger neweşîyêma bîyebo, duktur nebîyenû.",eger	neweşî-ê=ma	bîye=b-o	duktur	ne-bîye=n=û	,if	illness.M-INDF=1PL:NC	be.PST.PTCP.M=be.PRS-3SG:S	physician.M	NEG-be.PST.PTCP.M=COP.3SG.M:S{=and}	,"If we happened to be ill, there was no doctor.",textE,5,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""PL"": ""plural"", ""NC"": ""non-canonical subject"", ""PST"": ""past"", ""PTCP"": ""participle"", ""PRS"": ""present"", ""SG"": ""singular"", ""NEG"": ""negative"", ""COP"": ""copula""}"
hawr1243a-textE-6,a wextîyekey luwεnmê e wage duʕaw xeyrîş kerdênew.,a	wext-î-ekey	luwε=nmê	e=wage	duʕa-û	xeyr-î=ş	kerdê=ne=û	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	go.PST.PTCP.PL=COP.1PL:S	in=there	prayer.F.SG.DIR-EZ.GEN	goodness.M-SG.OBL=3SG:A	do.PST.PTCP.F=COP.3SG.F:O=and	,We would go there [i.e. to them and] they would bless us.,textE,6,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""PST"": ""past"", ""PTCP"": ""participle"", ""PL"": ""plural"", ""COP"": ""copula"", ""DIR"": ""direct"", ""EZ"": ""ezafe"", ""GEN"": ""genitive""}"
hawr1243a-textE-7,xway derdema deʕfeş kerdêne.,xwa-î	derde=ma	deʕfe=ş	kerdê=ne	,God.M-SG.OBL	illness.F=1PL:PSR	exclusion.F=3SG:A	do.PST.PTCP.F=COP.3SG.F:O	,[And] God would protect us from illness.,textE,7,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""OBL"": ""oblique"", ""PL"": ""plural"", ""PSR"": ""possessor"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-8,zemanê ce zemaniş bîyen ađê fers kere ce şêxî ẍeyasedînîwe ta aro ađê şêxû î memleketî bîyênê.,zeman-ê	ce	zeman=iş	bîye=n	ađê	fers	kér-e	ce	şêx-î	ɫyaʕdîn-î=we	ta	aro	ađê	şêx-û	î	memleket-î	bîyê=nê	,time.M-INDF	from	time.M=3SG:PSR	be.PST.PTCP.M=COP.3SG.M:S	3PL.DIR	guess.M	do.PRS.IMP-2SG:A	from	sheikh.M-EZ.ATTR	PN.M-SG.OBL=POST	until	today	3PL.DIR	sheikh.M-EZ.GEN	DEM.PROX	country.M-SG.OBL	be.PTCP.PL=COP.3PL:S	,"For a long time, let's say from the period of Sheikh Ghayasadin until today, they have been the Sheikhs in our region.",textE,8,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula"", ""PL"": ""plural"", ""DIR"": ""direct"", ""PRS"": ""present"", ""IMP"": ""imperative"", ""EZ"": ""ezafe"", ""ATTR"": ""attributive"", ""PN"": ""proper noun"", ""OBL"": ""oblique"", ""POST"": ""postposition"", ""GEN"": ""genitive"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate""}"
hawr1243a-textE-9,egerketekey serawê fire gewre fire gewre fire gewre bîyen.,egerkete-(e)key	seraw-ê	fire	gewre	fire	gewre	fire	gewre	bîye=n	,if-DEF.M.SG.OBL	large_area-INDF	very	big	very	big	very	big	be.PST.PTCP.M=COP.3SG.M:S	,"Imagine there has been a large area of land [under their control],",textE,9,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEF"": ""definite"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""INDF"": ""indefinite"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-10,"ʕerzit kerû ta milo kursanû ta milo ta wa, tirkmen sara ađê î memliketşa gêɫnan be dîndarî.",ʕerz=it	kér-û	ta	mi-l-o	kursan=û	ta	mi-l-o	ta	wa	tirkmen	sara	ađê	î	memliket=şa	gêɫna=n	be	dîndarî	,petition.M=2SG:R	do.PRS.SBJV-1SG:A	until	IND-go.PRS-3SG:S	PN.M{=and}	until	IND-go.PRS-3SG:S	until	there	PN	PN	3PL.DIR	DEM.PROX	country.M=3PL:A	lead.PST.PTCP.M=COP.3SG.M:O	by	piety.M	,[then] let me tell you\footnote{Lit. May a petition be for your service.} that the Sheikhs have ruled this region with piousness as far as Sanandaj and Turkmen Sahra.,textE,10,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""PRS"": ""present"", ""SBJV"": ""subjunctive"", ""IND"": ""indicative"", ""PN"": ""proper noun"", ""PL"": ""plural"", ""DIR"": ""direct"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-11,"řowê ce řowa yo mê xizmetiş, xizmetû şê ʕeladînî.",řo-ê	ce	řo-a	yo	m-ê	xizmet=iş	xizmet-û	şê	ʕeladîn-î	,day.M-INDF	from	day.M-PL.OBL	one.M	IND-come.PRS.3SG:S	service.M=3SG:PSR	service.M-EZ.GEN	sheikh.M	PN-M.SG.OBL	,"Once\footnote{Lit. one day of days}, a man\footnote{Lit. one}  came into his presence, to Sheikh Aladin.",textE,11,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""PL"": ""plural"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun""}"
hawr1243a-textE-12,biraş tûşû derdê mê.,bira=ş	tûş-û	derd(e)-ê	m-ê	,brother.M=3SG:PSR	encounter-EZ.GEN	illness.F-INDF	IND-come.PRS.3SG:S	,His brother was suffering from an illness.,textE,12,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""PSR"": ""possessor"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""INDF"": ""indefinite"", ""IND"": ""indicative"", ""PRS"": ""present""}"
hawr1243a-textE-13,"derdekêş, a wextîyekey, derdû gulî bo, dûrû goşdara.",derde-(e)kê=ş	a	wext-î-ekey	derd(e)-û	gulî	b-o	dûr-û	goşdar-a	,illness.F-DEF.F.SG=3SG:PSR	DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	illness.F-EZ.GEN	leprosy	be.PRS.IND-3SG:S	far-EZ.GEN	listener.M-PL.OBL	,"May it be far from the audience, his illness was leprosy.",textE,13,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEF"": ""definite"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""OBL"": ""oblique"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PRS"": ""present"", ""IND"": ""indicative"", ""PL"": ""plural""}"
hawr1243a-textE-14,derdû gulî bo.,derd(e)-û	gulî	b-o	,illness.F-EZ.GEN	leprosy	be.PRS.IND-3SG:S	,His illness was leprosy.,textE,14,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular""}"
hawr1243a-textE-15,"a wextîyekey, birakeyş ber kera.",a	wext-î-ekey	bira-(e)key=ş	ber	ker-a	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	brother.M-DEF.M.SG.OBL=3SG:PSR	out	do.PRS.IND-3PL:A	,His brother was expelled [from the village].,textE,15,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""PSR"": ""possessor"", ""PRS"": ""present"", ""IND"": ""indicative"", ""PL"": ""plural""}"
hawr1243a-textE-16,kabrayç werû řehmû wêşû milo paɫ midowe birakeyşo.,kabra=îç	wer-û	řehm-û	wê=ş=û	mi-l-o	paɫ	mi-d(e)-o=we	bira-(e)key=ş=o	,man=ADD	out_of-EZ.GEN	mercy.M-EZ.GEN	REFLX=3SG:PSR=and	IND-go.PRS-3SG:S	side/flank.M	IND-give.PRS-3SG:A=COMPL	brother.M-DEF.M.SG.OBL=3SG:PSR=POST	,"The fellow, out of mercy, went and supported his brother.",textE,16,hawr1243,hawr1243a,WORD_ALIGNED,"{""ADD"": ""additive"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""REFLX"": ""reflexive"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""IND"": ""indicative"", ""PRS"": ""present"", ""COMPL"": ""completive"", ""DEF"": ""definite"", ""OBL"": ""oblique"", ""POST"": ""postposition""}"
hawr1243a-textE-17,beroş mila milo eşkewtêwe.,ber-o=ş	mi-l-a	mi-l-o	eşkewt(e)-êwe	,take.PRS.IND-3SG:A=3SG:O	IND-go.PRS-3PL:S	IND-go.PRS-3SG:S	cave.F-INDF	,He took him to… He went to a cave.,textE,17,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""PL"": ""plural"", ""INDF"": ""indefinite""}"
hawr1243a-textE-18,dere řo milo epare nan wazo.,dere	řo	mi-l-o	e=pare	nan	waz-o	,valley.M	day.M	IND-go.PRS-3SG:S	in=there	bread.M	request.PRS.IND-3SG:A	,"During the day, he would go and collect the food people would leave.",textE,18,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular""}"
hawr1243a-textE-19,şewêne beroşû be ... milowe eşkewtekê la birakeyş.,şew(e)-ê=ne	ber-o=ş=û	be	mi-l-o=we	eşkewte-(e)kê	la	bira-(e)key=ş	,night-F.SG.OBL=POST	take.PRS.IND-3SG:A=3SG:O=and	to	IND-go.PRS-3SG:S=COMPL	cave.F-DEF.F.SG	to	brother.M-DEF.M.SG.OBL=3SG:PSR	,"Late at night, he would take it (the food) and would go to the cave to his brother.",textE,19,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""OBL"": ""oblique"", ""POST"": ""postposition"", ""PRS"": ""present"", ""IND"": ""indicative"", ""COMPL"": ""completive"", ""DEF"": ""definite"", ""PSR"": ""possessor""}"
hawr1243a-textE-20,haɫît bo?,haɫî=t	b-o	,understood=2SG:NC	be.PRS.IND-3SG:S	,You see?,textE,20,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""NC"": ""non-canonical subject"", ""PRS"": ""present"", ""IND"": ""indicative""}"
hawr1243a-textE-21,a wextîyekey ta yerê saɫê eça keşo ađ guzeran kero la birakeyşo.,a	wext-î-ekey	ta	yerê	saɫ(e)-ê	e=ça	keş=o	ađ	guzeran	ker-o	la	bira-(e)key=ş=o	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	until	three	year.F-PL.DIR	in=there	mountain.M=POST	3SG.M.DIR	subsistence.M	do.PRS.IND-3SG:A	with	brother.M-DEF.M.SG.OBL=3SG:PSR=POST	,"For three years, he stayed with his brothers in those mountains.",textE,21,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""PL"": ""plural"", ""DIR"": ""direct"", ""POST"": ""postposition"", ""PRS"": ""present"", ""IND"": ""indicative"", ""PSR"": ""possessor""}"
hawr1243a-textE-22,"birakeyş, derde, laşeş derde kero. awî şano. derdû gulî bo.",bira-(e)key=ş	derde	laşe=ş	derde	ker-o	awî	şan-o	derd(e)-û	gulî	b-o	,brother.M-DEF.M.SG.OBL=3SG:PSR	illness.F	body.M=3SG:PSR	illness.F	do.PRS.IND-3SG:A	water.F.SG.DIR	ooze.PRS.IND-3SG:A	illness.F-EZ.GEN	leprosy	be.PRS.IND-3SG:S	,His brother had pain in his body. It would ooze liquid\footnote{Lit. water}. [The illness] was leprosy.,textE,22,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEF"": ""definite"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""PSR"": ""possessor"", ""PRS"": ""present"", ""IND"": ""indicative"", ""DIR"": ""direct"", ""EZ"": ""ezafe"", ""GEN"": ""genitive""}"
hawr1243a-textE-23,"a wextîyekey, nimaza bilo aweyanî.",a	wext-î-ekey	nim(e)-az-a	bi-l-o	aweyanî	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	NEG.IND-let.PRS-3PL:A	SBJV-go.PRS-3SG:S	habitat{.M}	,People wouldn't let him go to the village.,textE,23,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""SBJV"": ""subjunctive""}"
hawr1243a-textE-24,"řowê ce řowa maça, ``pîyayê hen namêş şê ʕeladînarêw.",řo-ê	ce	řo-a	m-aç-a	pîya-ê	hen-∅	namê=ş	şê	ʕeladîn=a=rê=û	,day.M-INDF	from	day.M-PL.OBL	IND-say.PRS-3PL:A	man.M-INDF	EXIST-3SG.M:S	name.F=3SG:PSR	sheikh.M	PN=COP.3SG.M:S=POVB=and	,"Once, people said, ``There is a man called Sheikh Aladin.",textE,24,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""PL"": ""plural"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""EXIST"": ""existential particle"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""PN"": ""proper noun"", ""COP"": ""copula"", ""POVB"": ""post-verb""}"
hawr1243a-textE-25,îna yaneş bîyarêw.,îna-∅	yane=ş	bîyarê=û	,DEIC-3SG.M:S	house=3SG:PSR	PN=and	,He lives in Biyare.'\footnote{Lit. His house is in Biyare.,textE,25,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEIC"": ""deictic"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""PN"": ""proper noun""}"
hawr1243a-textE-26,to mişo î birayte şewêne bere.,to	mişo	î	bira-î=t=e	şew(e)-ê=ne	bér-e	,2SG	AUX	DEM.PROX	brother.M-SG.OBL=2SG:PSR=DEM	night-F.SG.OBL=POST	take.PRS.IMP-2SG:A	,You should take this brother of yours [there] at night.,textE,26,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""AUX"": ""auxiliary"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""OBL"": ""oblique"", ""PSR"": ""possessor"", ""POST"": ""postposition"", ""PRS"": ""present"", ""IMP"": ""imperative""}"
hawr1243a-textE-27,luwe wêt wize milû paɫayeka şê ʕeladînîre.,lú-e	wê=t	wíz-e	mil-û	paɫa-eka	şê	ʕeladîn-î=re	,go.PRS.IMP-2SG:S	REFLX=2SG:PSR/O	throw.PRS.IMP-2SG:A	on-EZ.GEN	shoe-DEF.PL.OBL	sheikh.M	PN-M.SG.OBL=POST	,"Go, throw yourself at the feet\footnote{Lit. shoes} of Sheikh Aladin.",textE,27,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IMP"": ""imperative"", ""SG"": ""singular"", ""REFLX"": ""reflexive"", ""PSR"": ""possessor"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""DEF"": ""definite"", ""PL"": ""plural"", ""OBL"": ""oblique"", ""PN"": ""proper noun"", ""POST"": ""postposition""}"
hawr1243a-textE-28,ga hen laɫêwe xway xwa derdeş deʕfe kero.'',gahen	laɫy(e)-ê=we	xwa-î	xwa	derde=ş	deʕfe	kér-o	,maybe	beseech-AUG.3SG:S=COMPL	God.M-SG.OBL	God.M	illness.F=3SG:PSR	exclusion.F	do.PRS.SBJV-3SG:A	,and beg God [to cure him]; may God cure him.'',textE,28,hawr1243,hawr1243a,WORD_ALIGNED,"{""AUG"": ""augment"", ""SG"": ""singular"", ""COMPL"": ""completive"", ""OBL"": ""oblique"", ""PSR"": ""possessor"", ""PRS"": ""present"", ""SBJV"": ""subjunctive""}"
hawr1243a-textE-29,"şewê, de, de řowê bo, ya paŋze řowê bo ya wîs řowê bo, ce qeredaxo maroş ta heɫebce.",şew(e)-ê	de	de	řo-ê	b-o	ya	pangze	řo-ê	b-o	ya	wîs	řo-ê	b-o	ce	qeredax=o	m-ar-o=ş	ta	heɫebce	,night.F-INDF	ten	ten	day.M-PL.DIR	be.PRS.SBJV-3SG:S	or	fifteeen	day.M-PL.DIR	be.PRS.SBJV-3SG:S	or	twenty	day.M-PL.DIR	be.PRS.SBJV-3SG:S	from	PN=POST	IND-bring.PRS-3SG:A=3SG:O	until	PN	,"Whether it took one night, ten days, fifteen days, or twenty days, he took his brother from Qaradax to Halabja.",textE,29,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""PL"": ""plural"", ""DIR"": ""direct"", ""PRS"": ""present"", ""SBJV"": ""subjunctive"", ""SG"": ""singular"", ""PN"": ""proper noun"", ""POST"": ""postposition"", ""IND"": ""indicative""}"
hawr1243a-textE-30,mênê degaw çinarîş maça.,m-ê-nê	dega-û	çinar-î=ş	m-aç-a	,IND-come.PRS-3PL:S	village.F-EZ.GEN	PN-M.SG.OBL=3SG:R	IND-say.PRS-3PL:A	,They came to a village called Chinar.,textE,30,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun"", ""SG"": ""singular"", ""OBL"": ""oblique""}"
hawr1243a-textE-31,mênê eça birakeyş bero teɫanêwene beynû çinarane.,m-ê-nê	e=ça	bira-(e)key=ş	ber-o	teɫan-êwe=ne	beyn-û	çinar-a=ne	,IND-come.PRS-3PL:S	in=there	brother.M-DEF.M.SG.OBL=3SG:PSR	take.PRS.IND-3SG:A	terrace_farm-INDF=POST	between-EZ.GEN	PN-PL.OBL=POST	,They went to a terrace farm in between the two sides of Chinar village.,textE,31,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""DEF"": ""definite"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""PSR"": ""possessor"", ""INDF"": ""indefinite"", ""POST"": ""postposition"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun""}"
hawr1243a-textE-32,minyoşrew wêş mê xaneqaw bîyarê.,mi-ny(e)-o=ş=re=û	wê=ş	m-ê	xaneqa-û	bîyarê	,IND-put.PRS-3SG:A=3SG:O=POVB=and	REFLX=3SG:PSR	IND-come.PRS.3SG:S	monastery.M-EZ.GEN	PN	,"He left his brother there, and went to the monastery.",textE,32,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""POVB"": ""post-verb"", ""REFLX"": ""reflexive"", ""PSR"": ""possessor"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun""}"
hawr1243a-textE-33,"xaneqaw bîyarêne, a wextîyekey dađ kero.",xaneqa-û	bîyarê=ne	a	wext-î-ekey	dađ	ker-o	,monastery.M-EZ.GEN	PN=POST	DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	cry.M	do.PRS.IND-3SG:A	,He gave a cry of despair at the monastery of Biyare.,textE,33,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun"", ""POST"": ""postposition"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""PRS"": ""present"", ""IND"": ""indicative""}"
hawr1243a-textE-34,"maço, ``seweqet bo, min birayêwim henû îne waʕzemnew îne karmaw îne waʕzemne.",m-aç-o	seweqe=t	b-o	min	bira-êw=im	hen-∅=û	îne	waʕze=m=ne=û	îne	kar=m=a=û	îne	waʕze=m=ne	,IND-say.PRS-3SG:A	sacrifice=2SG:PSR	be.PRS.IND-3SG:S	1SG	brother.M-INDF=1SG:NC	EXIST-3SG.M:S=and	DEM.PROX.M.3SG.DIR	situation.F=1SG:NC={COP{.3SG.F}}=and	DEM.PROX.M.3SG.DIR	task.M=1SG:PSR=COP.3SG.M:S{=and}	DEM.PROX.M.3SG.DIR	situation.F=1SG:PSR={COP{.3SG.F}}	,"He said [to Sheikh Aladin], ``May I be your sacrifice! I have a brother; my situation is like this; my task is like this; my situation is like this.",textE,34,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""PSR"": ""possessor"", ""INDF"": ""indefinite"", ""NC"": ""non-canonical subject"", ""EXIST"": ""existential particle"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""DIR"": ""direct"", ""COP"": ""copula""}"
hawr1243a-textE-35,nimaza bilmê aweyanî.,nim(e)-az-a	bi-l-mê	aweyanî	,NEG.IND-let.PRS-3PL:A	SBJV-go.PRS-1PL:S	habitat.M	,We are not allowed to go to the village.,textE,35,hawr1243,hawr1243a,WORD_ALIGNED,"{""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""SBJV"": ""subjunctive""}"
hawr1243a-textE-36,be ... çaweɫ ħeywandarê bîyênmêw.,be	çaweɫ	ħeywandar-ê	bîyê=nmê=û	,by	in_the_past	herdsman-PL.DIR	be.PTCP.PL=COP.1PL:S=and	,"In the past, we were herdsmen.",textE,36,hawr1243,hawr1243a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIR"": ""direct"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-37,baxdarê bîyênmêw.,baxdar-ê	bîyê=nmê=û	,gardener.M-PL.DIR	be.PTCP.PL=COP.1PL:S=and	,We were gardeners.,textE,37,hawr1243,hawr1243a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIR"": ""direct"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-38,"a wextîyekey, êtir, îse, min yerê saɫê î birame tûşû î derdê amanû.",a	wext-î-ekey	êtir	îse	min	yerê	saɫ(e)-ê	î	bira=m=e	tûş-û	î	derd(e)-ê	ama=n=û	,DEM.DIST	time.M-SG.OBL-DEF.M.SG.OBL	DISC.PTCL	now	1SG	three	year.F-PL.DIR	DEM.PROX	brother.M=1SG:PSR=DEM	encounter-EZ.GEN	DEM.PROX	illness-F.SG.OBL	come.PST.PTCP.M=COP.3SG.M:S=and	,"Now, as for me, it's been three years that my brother is suffering from this illness.",textE,38,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""DEF"": ""definite"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""PL"": ""plural"", ""DIR"": ""direct"", ""PROX"": ""proximate"", ""PSR"": ""possessor"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textE-39,nimaza bilû aweyanî.,nim(e)-az-a	bi-l-û	aweyanî	,NEG.IND-let.PRS-3PL:A	SBJV-go.PRS-1SG:S	habitat.F	,I am not allowed to go to the village.,textE,39,hawr1243,hawr1243a,WORD_ALIGNED,"{""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""SBJV"": ""subjunctive"", ""SG"": ""singular""}"
hawr1243a-textE-40,"şewêne, řone milû nan peya kerûnew.",şew(e)-ê=ne	řo=ne	mi-l-û	nan	peya	ker-ûne=û	,night-F.SG.OBL=POST	day.M=POST	IND-go.PRS-1SG:S	bread.M	visible	do.PRS.IND-1SG:A=and	,I go [and] find bread during the day.,textE,40,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""OBL"": ""oblique"", ""POST"": ""postposition"", ""IND"": ""indicative"", ""PRS"": ""present""}"
hawr1243a-textE-41,şewêne milûwe laş.,şew(e)-ê=ne	mi-l-û=we	la=ş	,night-F.SG.OBL=POST	IND-go.PRS-1SG:S=COMPL	to=3SG:R	,I go back to him at night.,textE,41,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""OBL"": ""oblique"", ""POST"": ""postposition"", ""IND"": ""indicative"", ""PRS"": ""present"", ""COMPL"": ""completive""}"
